datetime,respond_timestamp,quote,Pred_Signal,buy_power,accuracy
2022-04-20 15:06,2022-04-20 15:06,979.62,-1,39.5,0.7651006711409396
2022-04-20 15:07,2022-04-20 15:07,979.78,-1,39.5,0.7617449664429531
2022-04-20 15:08,2022-04-20 15:08,979.71,0,39.5,0.7751677852348994
2022-04-20 15:09,2022-04-20 15:09,980.36,0,39.5,0.7818791946308725
2022-04-20 15:10,2022-04-20 15:10,981.4,0,39.5,0.7792642140468228
2022-04-20 15:11,2022-04-20 15:11,979.53,0,39.5,0.7725752508361204
2022-04-20 15:12,2022-04-20 15:12,980.26,0,39.5,0.7826086956521741
2022-04-20 15:13,2022-04-20 15:13,981.4,0,39.5,0.7826086956521741
2022-04-20 15:14,2022-04-20 15:14,982.82,-1,39.5,0.7792642140468228
2022-04-20 15:15,2022-04-20 15:15,982.39,0,39.5,0.7833333333333333
2022-04-20 15:16,2022-04-20 15:16,982.19,0,39.5,0.78
2022-04-20 15:17,2022-04-20 15:17,983.67,0,39.5,0.7766666666666666
2022-04-20 15:18,2022-04-20 15:18,982.44,-1,39.5,0.7766666666666666
2022-04-20 15:19,2022-04-20 15:19,983.57,0,39.5,0.78
2022-04-20 15:20,2022-04-20 15:20,982.41,0,39.5,0.7807308970099668
2022-04-20 15:21,2022-04-20 15:21,982.36,1,39.5,0.7774086378737541
2022-04-20 15:22,2022-04-20 15:22,981.62,0,39.5,0.7840531561461794
2022-04-20 15:23,2022-04-20 15:23,980.0,0,39.5,0.7707641196013291
2022-04-20 15:24,2022-04-20 15:24,981.55,0,39.5,0.7740863787375415
2022-04-20 15:25,2022-04-20 15:25,983.8,1,39.5,0.7715231788079471
2022-04-20 15:26,2022-04-20 15:26,984.23,0,39.5,0.7748344370860927
2022-04-20 15:27,2022-04-20 15:27,983.04,0,39.5,0.7847682119205298
2022-04-20 15:28,2022-04-20 15:28,980.9,0,39.5,0.7748344370860927
2022-04-20 15:29,2022-04-20 15:29,980.8,-1,39.5,0.7715231788079471
2022-04-20 15:30,2022-04-20 15:30,981.7,1,39.5,0.7722772277227723
2022-04-20 15:31,2022-04-20 15:31,981.55,0,39.5,0.7755775577557755
2022-04-20 15:32,2022-04-20 15:32,981.61,0,39.5,0.7755775577557755
2022-04-20 15:33,2022-04-20 15:33,980.15,0,39.5,0.7755775577557755
2022-04-20 15:34,2022-04-20 15:34,979.98,-1,39.5,0.7920792079207921
2022-04-20 15:35,2022-04-20 15:35,980.0,1,39.5,0.7828947368421053
2022-04-20 15:36,2022-04-20 15:36,980.4,0,39.5,0.7730263157894737
2022-04-20 15:37,2022-04-20 15:37,981.88,0,39.5,0.7730263157894737
2022-04-20 15:38,2022-04-20 15:38,980.92,0,39.5,0.7730263157894737
2022-04-20 15:39,2022-04-20 15:39,982.3,1,39.5,0.7730263157894737
2022-04-20 15:40,2022-04-20 15:40,981.2,1,39.5,0.7704918032786885
2022-04-20 15:41,2022-04-20 15:41,981.45,0,39.5,0.7704918032786885
2022-04-20 15:42,2022-04-20 15:42,983.63,0,39.5,0.7737704918032787
2022-04-20 15:43,2022-04-20 15:43,983.3,0,39.5,0.7540983606557377
2022-04-20 15:44,2022-04-20 15:44,983.17,0,39.5,0.7737704918032787
2022-04-20 15:45,2022-04-20 15:45,984.69,0,39.5,0.7745098039215687
2022-04-20 15:46,2022-04-20 15:46,984.25,1,39.5,0.7647058823529411
2022-04-20 15:47,2022-04-20 15:47,985.0,0,39.5,0.7712418300653595
2022-04-20 15:48,2022-04-20 15:48,985.52,0,39.5,0.7745098039215687
2022-04-20 15:49,2022-04-20 15:49,984.5,0,39.5,0.7679738562091504
2022-04-20 15:50,2022-04-20 15:50,982.38,-1,39.5,0.7654723127035831
2022-04-20 15:51,2022-04-20 15:51,980.66,1,39.5,0.7654723127035831
2022-04-20 15:52,2022-04-20 15:52,980.61,-1,39.5,0.7654723127035831
2022-04-20 15:53,2022-04-20 15:53,980.9,1,39.5,0.7687296416938111
2022-04-20 15:54,2022-04-20 15:54,980.22,0,39.5,0.7719869706840391
2022-04-20 15:55,2022-04-20 15:55,978.98,0,39.5,0.7727272727272727
2022-04-20 15:56,2022-04-20 15:56,977.96,0,39.5,0.7792207792207793
2022-04-20 15:57,2022-04-20 15:57,977.85,0,39.5,0.7305194805194806
2022-04-20 15:58,2022-04-20 15:58,977.08,-1,39.5,0.7694805194805194
2022-04-20 15:59,2022-04-20 15:59,975.99,0,39.5,0.7792207792207793
