,datetime,respond_timestamp,quote,Pred_Signal,buy_power,accuracy,Return,cum_sum_return
316,2022-04-25 14:59,2022-04-25 14:59,991.64,0,39.5,0.87,,
317,2022-04-25 15:00,2022-04-25 15:00,990.46,0,39.5,0.87,,
318,2022-04-25 15:01,2022-04-25 15:01,989.19,-1,39.5,0.87,-0.1282232498031166,1.2912875814880875
319,2022-04-25 15:02,2022-04-25 15:02,987.7,-1,39.5,0.89,-0.15062829183473125,1.1406592896533563
320,2022-04-25 15:03,2022-04-25 15:03,982.69,1,39.5,0.89,,
321,2022-04-25 15:04,2022-04-25 15:04,982.35,0,39.5,0.91,,
322,2022-04-25 15:05,2022-04-25 15:05,983.65,1,39.5,0.89,,
323,2022-04-25 15:06,2022-04-25 15:06,984.95,0,39.5,0.89,,
324,2022-04-25 15:07,2022-04-25 15:07,981.8,0,39.5,0.91,,
325,2022-04-25 15:08,2022-04-25 15:08,983.7,-1,39.5,0.91,0.19352210226115663,1.334181391914513
326,2022-04-25 15:09,2022-04-25 15:09,984.1,0,39.5,0.89,,
327,2022-04-25 15:10,2022-04-25 15:10,983.32,1,39.5,0.93,,
328,2022-04-25 15:11,2022-04-25 15:11,983.84,1,39.5,0.89,,
329,2022-04-25 15:12,2022-04-25 15:12,983.69,0,39.5,0.94,,
330,2022-04-25 15:13,2022-04-25 15:13,983.98,-1,39.5,0.93,0.029480832376038713,1.3636622242905516
331,2022-04-25 15:14,2022-04-25 15:14,984.47,1,39.5,0.93,,
332,2022-04-25 15:15,2022-04-25 15:15,984.91,1,39.5,0.93,,
333,2022-04-25 15:16,2022-04-25 15:16,987.02,0,39.5,0.94,,
334,2022-04-25 15:17,2022-04-25 15:17,986.35,0,39.5,0.96,,
335,2022-04-25 15:18,2022-04-25 15:18,987.65,0,39.5,0.94,,
336,2022-04-25 15:19,2022-04-25 15:19,988.63,0,39.5,0.93,,
337,2022-04-25 15:20,2022-04-25 15:20,989.63,0,39.5,0.94,,
338,2022-04-25 15:21,2022-04-25 15:21,989.6,1,39.5,0.91,,
339,2022-04-25 15:22,2022-04-25 15:22,991.0,0,39.5,0.93,,
340,2022-04-25 15:23,2022-04-25 15:23,990.94,1,39.5,0.89,,
341,2022-04-25 15:24,2022-04-25 15:24,989.77,1,39.5,0.89,,
342,2022-04-25 15:25,2022-04-25 15:25,990.82,0,39.5,0.89,,
343,2022-04-25 15:26,2022-04-25 15:26,988.96,0,39.5,0.89,,
344,2022-04-25 15:27,2022-04-25 15:27,987.83,0,39.5,0.87,,
345,2022-04-25 15:28,2022-04-25 15:28,988.0,0,39.5,0.87,,
346,2022-04-25 15:29,2022-04-25 15:29,991.47,-1,39.5,0.85,0.35121457489879493,1.7148767991893465
347,2022-04-25 15:30,2022-04-25 15:30,991.5,0,39.5,0.87,,
348,2022-04-25 15:31,2022-04-25 15:31,989.14,1,39.5,0.85,,
349,2022-04-25 15:32,2022-04-25 15:32,990.46,-1,39.5,0.85,0.13344925895222293,1.8483260581415695
350,2022-04-25 15:33,2022-04-25 15:33,989.72,-1,39.5,0.83,-0.07471275972780189,1.7736132984137676
351,2022-04-25 15:34,2022-04-25 15:34,990.0,-1,39.5,0.83,0.02829082972961583,1.8019041281433834
352,2022-04-25 15:35,2022-04-25 15:35,991.13,0,39.5,0.85,,
353,2022-04-25 15:36,2022-04-25 15:36,990.89,0,39.5,0.85,,
354,2022-04-25 15:37,2022-04-25 15:37,991.45,1,39.5,0.81,,
355,2022-04-25 15:38,2022-04-25 15:38,991.23,0,39.5,0.81,,
356,2022-04-25 15:39,2022-04-25 15:39,990.83,1,39.5,0.81,,
357,2022-04-25 15:40,2022-04-25 15:40,991.16,0,39.5,0.83,,
358,2022-04-25 15:41,2022-04-25 15:41,990.0,1,39.5,0.81,,
359,2022-04-25 15:43,2022-04-25 15:43,992.35,1,39.5,0.8,,
360,2022-04-25 15:44,2022-04-25 15:44,990.78,1,39.5,0.81,,
361,2022-04-25 15:45,2022-04-25 15:45,990.2,-1,39.5,0.8,-0.05853973636932297,1.7433643917740604
362,2022-04-25 15:46,2022-04-25 15:46,990.35,-1,39.5,0.8,0.015148454857594196,1.7585128466316546
363,2022-04-25 15:47,2022-04-25 15:47,990.93,0,39.5,0.81,,
364,2022-04-25 15:48,2022-04-25 15:48,989.65,-1,39.5,0.8,-0.12917158628762415,1.6293412603440305
365,2022-04-25 15:49,2022-04-25 15:49,988.78,-1,39.5,0.8,-0.08790986712474691,1.5414313932192836
366,2022-04-25 15:50,2022-04-25 15:50,992.37,0,39.5,0.78,,
367,2022-04-25 15:51,2022-04-25 15:51,994.72,1,39.5,0.78,,
368,2022-04-25 15:52,2022-04-25 15:52,997.0,1,39.5,0.78,,
369,2022-04-25 15:53,2022-04-25 15:53,998.24,-1,39.5,0.78,0.12437311935806772,1.6658045125773513
370,2022-04-25 15:54,2022-04-25 15:54,1000.46,-1,39.5,0.8,0.22239140887962972,1.888195921456981
371,2022-04-25 15:55,2022-04-25 15:55,998.99,-1,39.5,0.78,-0.14693241109090538,1.7412635103660756
372,2022-04-25 15:56,2022-04-25 15:56,998.53,-1,39.5,0.78,-0.04604650697204171,1.695217003394034
373,2022-04-25 15:57,2022-04-25 15:57,998.99,0,39.5,0.8,,
374,2022-04-25 15:58,2022-04-25 15:58,998.95,0,39.5,0.8,,
