datetime,open,RSI,SMA,Corr,SAR,ADX,Prev_High,Prev_Low,Prev_Close,OO,OC,Normalized,reg_3,reg_5,reg_10,reg_20,return1,return2,return3,return4,return5,return6,return7,return8,return9
2022-04-25 09:36:00,981.76,29.07494798870126,990.6833199999992,0.6537705287628102,987.6658239999999,45.623483123877534,986.57,980.98,981.9,0.7799999999999727,-0.13999999999998636,0.0,-0.02004999999996926,-0.4404300000000035,-3.0208036363636372,-1.7635830075187955,0.0007951232441028081,0.0024676945389024807,-0.005149090613340373,0.0014737586955580974,0.006231431205819057,-0.0029316526553418436,-0.025900497512437785,-0.0006612539961119892,-0.0005515692393314222
2022-04-25 09:38:00,988.4249,41.90708397610477,986.7493199999993,0.3649125849148551,975.3,44.961176948496906,989.06,983.16,988.35,3.484899999999925,0.07489999999995689,1.0,2.672499999999957,2.4769800000000033,-0.268275151515157,-1.6138784962405999,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081,0.0024676945389024807,-0.005149090613340373,0.0014737586955580974,0.006231431205819057,-0.0029316526553418436,-0.025900497512437785
2022-04-25 09:39:00,990.895,46.58690187859232,985.3318199999994,0.011815009189673547,977.8897,42.70187114501555,992.0,988.1674,991.045,2.470100000000002,-0.14999999999997726,0.0,0.8563499999999635,2.280539999999985,1.3588939393939325,-1.510111654135338,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081,0.0024676945389024807,-0.005149090613340373,0.0014737586955580974,0.006231431205819057,-0.0029316526553418436
2022-04-25 09:40:00,985.5518,39.13303759499039,983.3688199999993,-0.772347128822002,980.7117599999999,41.814278798914096,991.27,983.16,985.31,-5.343200000000024,0.241800000000012,0.7848924731182457,-2.2325500000000034,0.09897999999997183,0.7978842424242341,-1.514652706766918,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081,0.0024676945389024807,-0.005149090613340373,0.0014737586955580974,0.006231431205819057
2022-04-25 09:41:00,984.03,38.30018101482326,984.2081699999993,-0.6041783310189327,982.9694079999999,41.0499398332863,987.45,983.0,984.6085,-1.5217999999999847,-0.5785000000000764,0.0,-0.6549999999999727,-1.5136499999999957,0.5464539393939373,-1.4977918045112777,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081,0.0024676945389024807,-0.005149090613340373,0.0014737586955580974
2022-04-25 09:42:00,983.25,35.96513999462652,984.2544199999995,-0.4966351351783487,992.0,40.806448278455576,985.16,981.0,982.6825,-0.7799999999999727,0.5674999999999955,0.0,-1.0580000000000496,-1.973249999999996,0.387604242424239,-1.437952255639098,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081,0.0024676945389024807,-0.005149090613340373
2022-04-25 09:43:00,984.23,38.65669120651568,984.2082999999996,-0.5772037653585256,989.8,40.478983253500836,985.37,982.0101,983.93,0.9800000000000182,0.3000000000000682,0.9899618550491965,1.1587499999999977,-0.129849999999999,0.15810363636363547,-1.243415338345865,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081,0.0024676945389024807
2022-04-25 09:44:00,987.2507,45.52893962360672,985.0441099999995,-0.41740508393220394,981.0,37.97443024240123,990.0,984.0138,987.3,3.0207000000000335,-0.049299999999902866,0.0,0.9700000000000273,0.7140499999999861,0.042339393939390436,-1.0195043609022572,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822,0.0007951232441028081
2022-04-25 09:45:00,980.7351,36.63785652807214,985.0420999999994,-0.048220567936207985,990.0,36.82182656031621,987.3887,980.13,980.73,-6.515600000000063,0.0050999999999703505,0.0,-3.6499999999999773,-0.8564999999999942,-0.7225212121212157,-0.966905413533837,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106,0.0032390808344198822
2022-04-25 09:46:00,980.61,36.421341672460386,984.9070999999994,0.3199849778464341,990.0,36.28511443503609,981.75,978.17,980.55,-0.1250999999999749,0.06000000000005912,0.9735501230892551,0.7418999999999869,-1.0182399999999916,-0.8622351515151533,-0.7420228571428598,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464,0.0035381850671106106
2022-04-25 09:47:00,979.85,35.23870749527256,984.4135999999993,0.5066385984539381,987.634,35.42756277308628,982.51,979.06,979.63,-0.7599999999999909,0.22000000000002728,0.22784810126588106,-0.6549999999999727,-1.7219999999999915,-1.0229393939393918,-0.5784556390977473,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067,0.0024990264814251464
2022-04-25 09:48:00,983.0,42.57958647794479,983.8675999999992,0.38005759213001855,985.7412,34.961438066030595,982.89,978.0,982.89,3.1499999999999773,0.11000000000001364,0.27091603053437197,1.6174500000000194,0.6609800000000065,-0.4000478787878764,-0.24682804511278442,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756,-0.005392296862937067
2022-04-25 09:49:00,980.91,38.39635797779662,982.7700999999992,-0.24693395362086676,984.1929600000001,34.02424435269771,983.82,979.98,980.07,-2.090000000000032,0.8399999999999181,0.4736842105260324,-1.0400000000000205,0.09600000000000364,-0.4900848484848508,-0.0032276691729345957,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186,-0.0015441096043860756
2022-04-25 09:50:00,986.82,51.09818116866648,982.9170999999993,-0.6697168859769437,978.0,31.02549714867062,988.2,978.65,986.78,5.910000000000082,0.04000000000007731,0.0,2.964999999999975,1.6629999999999996,0.11646969696970026,0.013484060150374587,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895,-0.0007926587604036186
2022-04-25 09:51:00,991.135,57.02584248047301,983.5382499999993,-0.7725221759408379,978.65,28.874335128956613,991.6399,984.9,990.82,4.314999999999941,0.3149999999999409,0.0,2.1230500000000347,2.702220000000011,0.7307569696969791,0.15842203007518837,0.004372631280273952,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892,0.0009966946351385895
2022-04-25 09:52:00,988.0,52.445053183026516,984.0899999999992,-0.786465244102737,978.65,27.380086364990255,992.86,986.31,988.2,-3.134999999999991,-0.20000000000004547,0.0,-1.8100000000000023,1.5680000000000065,0.7355757575757667,0.16476105263158042,-0.003163040352726915,0.004372631280273952,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708,0.0030690997023053892
2022-04-25 09:53:00,989.58,55.033845765160564,984.6859999999991,-0.7129793236044316,981.492,25.714277715941982,989.91,985.658,989.89,1.580000000000041,-0.30999999999994543,0.16666666666653132,0.7249999999999659,0.48099999999999454,1.3273333333333348,0.19059105263157977,0.001599190283400851,-0.003163040352726915,0.004372631280273952,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503,-0.006599742091851708
2022-04-25 09:54:00,990.1301,55.940577848441734,985.0024999999993,-0.5627755582485944,983.7656,23.43067578331913,990.92,984.07,990.465,0.5500999999999294,-0.3349000000000615,0.3618090452261427,0.0724999999999909,0.06949999999998227,1.3614545454545481,0.2063578947368429,0.0005558923987953773,0.001599190283400851,-0.003163040352726915,0.004372631280273952,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137,-0.00012755738017327503
2022-04-25 09:55:00,988.23,51.16564916729761,985.7364999999993,-0.39261823799843654,984.07,21.375434043958563,990.77,988.0,988.07,-1.9000999999999522,0.15999999999996817,1.0,-1.0374500000000353,-0.1439800000000105,1.0532478787878794,0.1660608270676701,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851,-0.003163040352726915,0.004372631280273952,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525,-0.0007750277888253137
2022-04-25 09:56:00,995.315,61.788156057633955,987.1904999999994,0.13030083917443555,984.07,21.697627480842876,996.0,987.28,995.09,7.085000000000036,0.22500000000002274,0.0,3.089999999999975,1.334500000000003,1.2997272727272744,0.35550526315789743,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851,-0.003163040352726915,0.004372631280273952,0.006025017585711311,-0.0021261444557477433,0.0032147777721079525
2022-04-25 09:57:00,994.94,61.769441553338986,988.7356199999995,0.5444038588748075,986.456,22.23364872152212,996.71,993.23,995.0812,-0.375,-0.1411999999999125,0.0,-0.4550000000000409,1.4441199999999754,1.2523236363636308,0.5040604511278214,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851,-0.003163040352726915,0.004372631280273952,0.006025017585711311,-0.0021261444557477433
2022-04-25 09:58:00,993.8701,60.71027227995576,989.9091199999996,0.6509349973389568,987.28,21.522652290951292,995.455,991.2,994.625,-1.0699000000000751,-0.7549000000000206,0.3185237631649103,-0.42559999999997444,1.1854999999999905,0.8563393939393928,0.6809293233082728,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851,-0.003163040352726915,0.004372631280273952,0.006025017585711311
2022-04-25 09:59:00,990.1,51.16870351764834,990.9181199999996,0.5514181984541185,989.1659999999999,19.972505288189137,995.0,989.53,990.16,-3.7700999999999567,-0.05999999999994543,0.0,-2.547450000000026,-1.6041000000000167,0.2827545454545357,0.6369349624060149,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851,-0.003163040352726915,0.004372631280273952
2022-04-25 10:00:00,989.3,49.60725804898441,991.1756399999995,0.21920721326903425,996.71,18.012539542917096,993.0,988.31,989.3552,-0.8000000000000682,-0.05520000000001346,0.4925769651508028,-0.27240000000000464,-1.6201800000000048,0.1643903030302943,0.6326412781954889,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851,-0.003163040352726915
2022-04-25 10:01:00,990.4465,52.59728411627983,991.1788799999995,0.17117384776434486,995.03,16.601540628956652,993.81,989.3,990.8524,1.14650000000006,-0.40589999999997417,0.12107895135619512,0.5323999999999955,-0.7717600000000062,-0.008111515151521913,0.6202177443609024,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773,0.001599190283400851
2022-04-25 10:02:00,990.085,50.69450242991158,991.3588799999994,-0.06862383274407244,993.81,15.331641606392253,992.81,990.0,990.0,-0.36149999999997817,0.08500000000003638,0.11111111111120468,-0.49119999999999203,0.006480000000010477,-0.21015757575758087,0.5849563909774437,-0.000364986902371787,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687,0.0005558923987953773
2022-04-25 10:03:00,989.96,49.73779331597065,991.3290899999995,-0.25278760020051677,993.81,14.602288024303826,991.2,988.0,989.5921,-0.125,0.36790000000007694,0.0,-0.47500000000002274,-0.18707000000000562,-0.4072357575757651,0.5847068421052612,-0.00012625178646277844,-0.000364986902371787,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662,-0.0019190407402016687
2022-04-25 10:04:00,988.28,47.1857350971182,991.1365899999994,-0.42637109315830457,992.81,13.945869800424243,990.0,988.0,988.54,-1.6800000000000637,-0.2599999999999909,0.487646293888163,-0.6085499999999797,-0.6414800000000014,-0.790125454545457,0.4658972180451113,-0.001697038264172354,-0.00012625178646277844,-0.000364986902371787,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332,0.007169383645507662
2022-04-25 10:05:00,988.73,50.15674187520668,991.2935899999993,-0.9167482011803431,991.848,14.223519159296803,989.85,986.53,989.64,0.4500000000000455,-0.9099999999999682,0.47801328693445927,0.22500000000002274,-0.1972099999999955,-0.5936818181818168,0.36498984962405795,0.0004553365442992325,-0.001697038264172354,-0.00012625178646277844,-0.000364986902371787,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705,-0.0003767651447029332
2022-04-25 10:06:00,985.715,40.48963630986107,990.3284099999994,-0.8418799581311649,990.7844,15.220147445733673,990.0,985.15,985.4382,-3.0149999999999864,0.2767999999999802,1.0,-1.8503499999999917,-1.0407399999999825,-0.7099696969696935,0.12981263157894568,-0.003049366358864388,0.0004553365442992325,-0.001697038264172354,-0.00012625178646277844,-0.000364986902371787,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467,-0.001075341226606705
2022-04-25 10:07:00,994.44,59.4184800865033,990.2792899999993,-0.71522917093163,985.15,14.616511017838153,995.09,985.5158,994.59,8.725000000000023,-0.14999999999997726,0.6999999999997979,4.433399999999949,1.648000000000002,0.2711848484848519,0.21744428571428337,0.008851442861273312,-0.003049366358864388,0.0004553365442992325,-0.001697038264172354,-0.00012625178646277844,-0.000364986902371787,0.0011589002324876782,-0.0008079991920008769,-0.0037933528737809467
